boardID,disk,phi,channel,channel_type,bundle_tag,bundle_number
13,0,0,10,CAL,fiber_0_0_0_0,0
13,0,0,11,CAL,fiber_0_0_0_0,0
13,0,0,12,CAL,fiber_0_0_0_0,0
13,0,0,13,CAL,fiber_0_0_0_0,0
13,0,0,14,CAL,fiber_0_0_0_0,0
13,0,0,15,CAL,fiber_0_0_0_0,0
13,0,0,16,CAL,fiber_0_0_0_0,0
13,0,0,17,CAL,fiber_0_0_0_0,0
13,0,0,18,CAL,fiber_0_0_0_0,0
13,0,0,19,CAL,fiber_0_0_0_0,0
14,0,0,0,CAL,fiber_0_0_0_0,0
14,0,0,1,CAL,fiber_0_0_0_0,0
14,0,0,2,CAL,fiber_0_0_0_0,0
14,0,0,3,CAL,fiber_0_0_0_0,0
14,0,0,4,CAL,fiber_0_0_0_0,0
14,0,0,5,CAL,fiber_0_0_0_0,0
14,0,0,6,CAL,fiber_0_0_0_0,0
14,0,0,7,CAL,fiber_0_0_0_0,0
14,0,0,8,CAL,fiber_0_0_0_0,0
14,0,0,9,CAL,fiber_0_0_0_0,0
14,0,0,10,CAL,fiber_0_0_0_0,0
14,0,0,12,CAL,fiber_0_0_0_0,0
14,0,0,13,CAL,fiber_0_0_0_0,0
14,0,0,14,CAL,fiber_0_0_0_0,0
14,0,0,15,CAL,fiber_0_0_0_0,0
14,0,0,17,CAL,fiber_0_0_0_0,0
14,0,0,18,CAL,fiber_0_0_0_0,0
15,0,0,0,CAL,fiber_0_0_0_0,0
15,0,0,1,CAL,fiber_0_0_0_0,0
15,0,0,2,CAL,fiber_0_0_0_0,0
15,0,0,3,CAL,fiber_0_0_0_0,0
15,0,0,4,CAL,fiber_0_0_0_0,0
15,0,0,5,CAL,fiber_0_0_0_0,0
15,0,0,6,CAL,fiber_0_0_0_0,0
15,0,0,7,CAL,fiber_0_0_0_0,0
15,0,0,8,CAL,fiber_0_0_0_0,0
15,0,0,9,CAL,fiber_0_0_0_0,0
15,0,0,10,CAL,fiber_0_0_0_0,0
15,0,0,12,CAL,fiber_0_0_0_0,0
15,0,0,13,CAL,fiber_0_0_0_0,0
15,0,0,14,CAL,fiber_0_0_0_0,0
15,0,0,15,CAL,fiber_0_0_0_0,0
15,0,0,17,CAL,fiber_0_0_0_0,0
15,0,0,18,CAL,fiber_0_0_0_0,0
20,0,0,2,CAL,fiber_0_0_0_0,0
20,0,0,5,CAL,fiber_0_0_0_0,0
20,0,0,7,CAL,fiber_0_0_0_0,0
20,0,0,8,CAL,fiber_0_0_0_0,0
20,0,0,11,CAL,fiber_0_0_0_0,0
20,0,0,13,CAL,fiber_0_0_0_0,0
20,0,0,14,CAL,fiber_0_0_0_0,0
20,0,0,15,CAL,fiber_0_0_0_0,0
20,0,0,16,CAL,fiber_0_0_0_0,0
20,0,0,17,CAL,fiber_0_0_0_0,0
20,0,0,18,CAL,fiber_0_0_0_0,0
20,0,0,19,CAL,fiber_0_0_0_0,0
21,0,0,2,CAL,fiber_0_0_0_0,0
21,0,0,5,CAL,fiber_0_0_0_0,0
21,0,0,7,CAL,fiber_0_0_0_0,0
21,0,0,8,CAL,fiber_0_0_0_0,0
21,0,0,11,CAL,fiber_0_0_0_0,0
21,0,0,13,CAL,fiber_0_0_0_0,0
21,0,0,14,CAL,fiber_0_0_0_0,0
21,0,0,15,CAL,fiber_0_0_0_0,0
21,0,0,16,CAL,fiber_0_0_0_0,0
21,0,0,17,CAL,fiber_0_0_0_0,0
21,0,0,18,CAL,fiber_0_0_0_0,0
21,0,0,19,CAL,fiber_0_0_0_0,0
16,0,0,0,CAL,fiber_0_0_0_1,1
16,0,0,1,CAL,fiber_0_0_0_1,1
16,0,0,2,CAL,fiber_0_0_0_1,1
16,0,0,3,CAL,fiber_0_0_0_1,1
16,0,0,4,CAL,fiber_0_0_0_1,1
16,0,0,5,CAL,fiber_0_0_0_1,1
16,0,0,6,CAL,fiber_0_0_0_1,1
16,0,0,7,CAL,fiber_0_0_0_1,1
16,0,0,8,CAL,fiber_0_0_0_1,1
16,0,0,9,CAL,fiber_0_0_0_1,1
16,0,0,10,CAL,fiber_0_0_0_1,1
16,0,0,11,CAL,fiber_0_0_0_1,1
16,0,0,12,CAL,fiber_0_0_0_1,1
16,0,0,13,CAL,fiber_0_0_0_1,1
16,0,0,14,CAL,fiber_0_0_0_1,1
16,0,0,15,CAL,fiber_0_0_0_1,1
16,0,0,16,CAL,fiber_0_0_0_1,1
16,0,0,17,CAL,fiber_0_0_0_1,1
16,0,0,18,CAL,fiber_0_0_0_1,1
16,0,0,19,CAL,fiber_0_0_0_1,1
17,0,0,0,CAL,fiber_0_0_0_1,1
17,0,0,1,CAL,fiber_0_0_0_1,1
17,0,0,2,CAL,fiber_0_0_0_1,1
17,0,0,3,CAL,fiber_0_0_0_1,1
17,0,0,4,CAL,fiber_0_0_0_1,1
17,0,0,5,CAL,fiber_0_0_0_1,1
17,0,0,6,CAL,fiber_0_0_0_1,1
17,0,0,7,CAL,fiber_0_0_0_1,1
17,0,0,8,CAL,fiber_0_0_0_1,1
17,0,0,9,CAL,fiber_0_0_0_1,1
17,0,0,10,CAL,fiber_0_0_0_1,1
17,0,0,11,CAL,fiber_0_0_0_1,1
17,0,0,12,CAL,fiber_0_0_0_1,1
17,0,0,13,CAL,fiber_0_0_0_1,1
17,0,0,14,CAL,fiber_0_0_0_1,1
17,0,0,15,CAL,fiber_0_0_0_1,1
17,0,0,16,CAL,fiber_0_0_0_1,1
17,0,0,17,CAL,fiber_0_0_0_1,1
17,0,0,18,CAL,fiber_0_0_0_1,1
17,0,0,19,CAL,fiber_0_0_0_1,1
18,0,0,0,CAL,fiber_0_0_0_1,1
18,0,0,1,CAL,fiber_0_0_0_1,1
18,0,0,2,CAL,fiber_0_0_0_1,1
18,0,0,3,CAL,fiber_0_0_0_1,1
18,0,0,4,CAL,fiber_0_0_0_1,1
18,0,0,5,CAL,fiber_0_0_0_1,1
18,0,0,6,CAL,fiber_0_0_0_1,1
18,0,0,7,CAL,fiber_0_0_0_1,1
18,0,0,8,CAL,fiber_0_0_0_1,1
18,0,0,9,CAL,fiber_0_0_0_1,1
18,0,0,10,CAL,fiber_0_0_0_1,1
18,0,0,11,CAL,fiber_0_0_0_1,1
18,0,0,12,CAL,fiber_0_0_0_1,1
18,0,0,13,CAL,fiber_0_0_0_1,1
18,0,0,14,CAL,fiber_0_0_0_1,1
18,0,0,15,CAL,fiber_0_0_0_1,1
18,0,0,16,CAL,fiber_0_0_0_1,1
18,0,0,17,CAL,fiber_0_0_0_1,1
18,0,0,18,CAL,fiber_0_0_0_1,1
18,0,0,19,CAL,fiber_0_0_0_1,1
19,0,0,0,CAL,fiber_0_0_0_1,1
19,0,0,1,CAL,fiber_0_0_0_1,1
19,0,0,2,CAL,fiber_0_0_0_1,1
19,0,0,3,CAL,fiber_0_0_0_1,1
19,0,0,4,CAL,fiber_0_0_0_1,1
19,0,0,5,CAL,fiber_0_0_0_1,1
19,0,0,6,CAL,fiber_0_0_0_1,1
19,0,0,7,CAL,fiber_0_0_0_1,1
19,0,0,8,CAL,fiber_0_0_0_1,1
19,0,0,9,CAL,fiber_0_0_0_1,1
19,0,0,10,CAL,fiber_0_0_0_1,1
19,0,0,11,CAL,fiber_0_0_0_1,1
19,0,0,12,CAL,fiber_0_0_0_1,1
19,0,0,13,CAL,fiber_0_0_0_1,1
19,0,0,14,CAL,fiber_0_0_0_1,1
19,0,0,15,CAL,fiber_0_0_0_1,1
19,0,0,16,CAL,fiber_0_0_0_1,1
19,0,0,17,CAL,fiber_0_0_0_1,1
19,0,0,18,CAL,fiber_0_0_0_1,1
19,0,0,19,CAL,fiber_0_0_0_1,1
20,0,0,0,CAL,fiber_0_0_0_1,1
20,0,0,1,CAL,fiber_0_0_0_1,1
20,0,0,3,CAL,fiber_0_0_0_1,1
20,0,0,4,CAL,fiber_0_0_0_1,1
20,0,0,6,CAL,fiber_0_0_0_1,1
20,0,0,9,CAL,fiber_0_0_0_1,1
20,0,0,10,CAL,fiber_0_0_0_1,1
20,0,0,12,CAL,fiber_0_0_0_1,1
21,0,0,0,CAL,fiber_0_0_0_1,1
21,0,0,1,CAL,fiber_0_0_0_1,1
21,0,0,3,CAL,fiber_0_0_0_1,1
21,0,0,4,CAL,fiber_0_0_0_1,1
21,0,0,6,CAL,fiber_0_0_0_1,1
21,0,0,9,CAL,fiber_0_0_0_1,1
21,0,0,10,CAL,fiber_0_0_0_1,1
21,0,0,12,CAL,fiber_0_0_0_1,1
24,0,0,0,CAL,fiber_0_0_0_1,1
24,0,0,1,CAL,fiber_0_0_0_1,1
24,0,0,2,CAL,fiber_0_0_0_1,1
24,0,0,3,CAL,fiber_0_0_0_1,1
24,0,0,11,CAL,fiber_0_0_0_1,1
25,0,0,0,CAL,fiber_0_0_0_1,1
25,0,0,1,CAL,fiber_0_0_0_1,1
25,0,0,2,CAL,fiber_0_0_0_1,1
25,0,0,3,CAL,fiber_0_0_0_1,1
25,0,0,11,CAL,fiber_0_0_0_1,1
26,0,0,0,CAL,fiber_0_0_0_1,1
26,0,0,1,CAL,fiber_0_0_0_1,1
26,0,0,2,CAL,fiber_0_0_0_1,1
26,0,0,3,CAL,fiber_0_0_0_1,1
26,0,0,4,CAL,fiber_0_0_0_1,1
26,0,0,5,CAL,fiber_0_0_0_1,1
26,0,0,6,CAL,fiber_0_0_0_1,1
26,0,0,7,CAL,fiber_0_0_0_1,1
26,0,0,8,CAL,fiber_0_0_0_1,1
26,0,0,9,CAL,fiber_0_0_0_1,1
26,0,0,10,CAL,fiber_0_0_0_1,1
26,0,0,11,CAL,fiber_0_0_0_1,1
26,0,0,12,CAL,fiber_0_0_0_1,1
26,0,0,13,CAL,fiber_0_0_0_1,1
26,0,0,14,CAL,fiber_0_0_0_1,1
26,0,0,15,CAL,fiber_0_0_0_1,1
26,0,0,16,CAL,fiber_0_0_0_1,1
26,0,0,17,CAL,fiber_0_0_0_1,1
26,0,0,18,CAL,fiber_0_0_0_1,1
27,0,0,0,CAL,fiber_0_0_0_1,1
27,0,0,1,CAL,fiber_0_0_0_1,1
27,0,0,2,CAL,fiber_0_0_0_1,1
27,0,0,3,CAL,fiber_0_0_0_1,1
27,0,0,4,CAL,fiber_0_0_0_1,1
27,0,0,5,CAL,fiber_0_0_0_1,1
27,0,0,6,CAL,fiber_0_0_0_1,1
27,0,0,7,CAL,fiber_0_0_0_1,1
27,0,0,8,CAL,fiber_0_0_0_1,1
27,0,0,9,CAL,fiber_0_0_0_1,1
27,0,0,10,CAL,fiber_0_0_0_1,1
27,0,0,11,CAL,fiber_0_0_0_1,1
27,0,0,12,CAL,fiber_0_0_0_1,1
27,0,0,13,CAL,fiber_0_0_0_1,1
27,0,0,14,CAL,fiber_0_0_0_1,1
27,0,0,15,CAL,fiber_0_0_0_1,1
27,0,0,16,CAL,fiber_0_0_0_1,1
27,0,0,17,CAL,fiber_0_0_0_1,1
27,0,0,18,CAL,fiber_0_0_0_1,1
28,0,0,0,CAL,fiber_0_0_0_1,1
28,0,0,1,CAL,fiber_0_0_0_1,1
28,0,0,2,CAL,fiber_0_0_0_1,1
28,0,0,3,CAL,fiber_0_0_0_1,1
28,0,0,4,CAL,fiber_0_0_0_1,1
28,0,0,5,CAL,fiber_0_0_0_1,1
28,0,0,6,CAL,fiber_0_0_0_1,1
28,0,0,7,CAL,fiber_0_0_0_1,1
28,0,0,8,CAL,fiber_0_0_0_1,1
28,0,0,9,CAL,fiber_0_0_0_1,1
28,0,0,10,CAL,fiber_0_0_0_1,1
28,0,0,11,CAL,fiber_0_0_0_1,1
28,0,0,12,CAL,fiber_0_0_0_1,1
28,0,0,13,CAL,fiber_0_0_0_1,1
28,0,0,14,CAL,fiber_0_0_0_1,1
28,0,0,15,CAL,fiber_0_0_0_1,1
28,0,0,16,CAL,fiber_0_0_0_1,1
28,0,0,17,CAL,fiber_0_0_0_1,1
28,0,0,18,CAL,fiber_0_0_0_1,1
28,0,0,19,CAL,fiber_0_0_0_1,1
29,0,0,0,CAL,fiber_0_0_0_1,1
29,0,0,1,CAL,fiber_0_0_0_1,1
29,0,0,2,CAL,fiber_0_0_0_1,1
29,0,0,3,CAL,fiber_0_0_0_1,1
29,0,0,4,CAL,fiber_0_0_0_1,1
29,0,0,5,CAL,fiber_0_0_0_1,1
29,0,0,6,CAL,fiber_0_0_0_1,1
29,0,0,7,CAL,fiber_0_0_0_1,1
29,0,0,8,CAL,fiber_0_0_0_1,1
29,0,0,9,CAL,fiber_0_0_0_1,1
29,0,0,10,CAL,fiber_0_0_0_1,1
29,0,0,11,CAL,fiber_0_0_0_1,1
29,0,0,12,CAL,fiber_0_0_0_1,1
29,0,0,13,CAL,fiber_0_0_0_1,1
29,0,0,14,CAL,fiber_0_0_0_1,1
29,0,0,15,CAL,fiber_0_0_0_1,1
29,0,0,16,CAL,fiber_0_0_0_1,1
29,0,0,17,CAL,fiber_0_0_0_1,1
29,0,0,18,CAL,fiber_0_0_0_1,1
29,0,0,19,CAL,fiber_0_0_0_1,1
0,0,0,0,CAL,fiber_0_0_1_0,2
0,0,0,2,CAL,fiber_0_0_1_0,2
0,0,0,3,CAL,fiber_0_0_1_0,2
0,0,0,4,CAL,fiber_0_0_1_0,2
0,0,0,5,CAL,fiber_0_0_1_0,2
0,0,0,6,CAL,fiber_0_0_1_0,2
0,0,0,7,CAL,fiber_0_0_1_0,2
0,0,0,8,CAL,fiber_0_0_1_0,2
0,0,0,9,CAL,fiber_0_0_1_0,2
0,0,0,10,CAL,fiber_0_0_1_0,2
0,0,0,11,CAL,fiber_0_0_1_0,2
0,0,0,12,CAL,fiber_0_0_1_0,2
0,0,0,13,CAL,fiber_0_0_1_0,2
0,0,0,14,CAL,fiber_0_0_1_0,2
0,0,0,16,CAL,fiber_0_0_1_0,2
0,0,0,17,CAL,fiber_0_0_1_0,2
0,0,0,18,CAL,fiber_0_0_1_0,2
0,0,0,19,CAL,fiber_0_0_1_0,2
1,0,0,0,CAL,fiber_0_0_1_0,2
1,0,0,2,CAL,fiber_0_0_1_0,2
1,0,0,3,CAL,fiber_0_0_1_0,2
1,0,0,4,CAL,fiber_0_0_1_0,2
1,0,0,5,CAL,fiber_0_0_1_0,2
1,0,0,6,CAL,fiber_0_0_1_0,2
1,0,0,7,CAL,fiber_0_0_1_0,2
1,0,0,8,CAL,fiber_0_0_1_0,2
1,0,0,9,CAL,fiber_0_0_1_0,2
1,0,0,10,CAL,fiber_0_0_1_0,2
1,0,0,11,CAL,fiber_0_0_1_0,2
1,0,0,12,CAL,fiber_0_0_1_0,2
1,0,0,13,CAL,fiber_0_0_1_0,2
1,0,0,14,CAL,fiber_0_0_1_0,2
1,0,0,16,CAL,fiber_0_0_1_0,2
1,0,0,17,CAL,fiber_0_0_1_0,2
1,0,0,18,CAL,fiber_0_0_1_0,2
1,0,0,19,CAL,fiber_0_0_1_0,2
2,0,0,0,CAL,fiber_0_0_1_0,2
2,0,0,1,CAL,fiber_0_0_1_0,2
2,0,0,2,CAL,fiber_0_0_1_0,2
2,0,0,3,CAL,fiber_0_0_1_0,2
2,0,0,4,CAL,fiber_0_0_1_0,2
2,0,0,5,CAL,fiber_0_0_1_0,2
2,0,0,6,CAL,fiber_0_0_1_0,2
2,0,0,7,CAL,fiber_0_0_1_0,2
2,0,0,8,CAL,fiber_0_0_1_0,2
2,0,0,9,CAL,fiber_0_0_1_0,2
2,0,0,10,CAL,fiber_0_0_1_0,2
2,0,0,11,CAL,fiber_0_0_1_0,2
2,0,0,12,CAL,fiber_0_0_1_0,2
2,0,0,13,CAL,fiber_0_0_1_0,2
2,0,0,14,CAL,fiber_0_0_1_0,2
2,0,0,15,CAL,fiber_0_0_1_0,2
2,0,0,16,CAL,fiber_0_0_1_0,2
2,0,0,17,CAL,fiber_0_0_1_0,2
2,0,0,18,CAL,fiber_0_0_1_0,2
2,0,0,19,CAL,fiber_0_0_1_0,2
3,0,0,0,CAL,fiber_0_0_1_0,2
3,0,0,1,CAL,fiber_0_0_1_0,2
3,0,0,2,CAL,fiber_0_0_1_0,2
3,0,0,3,CAL,fiber_0_0_1_0,2
3,0,0,4,CAL,fiber_0_0_1_0,2
3,0,0,5,CAL,fiber_0_0_1_0,2
3,0,0,6,CAL,fiber_0_0_1_0,2
3,0,0,7,CAL,fiber_0_0_1_0,2
3,0,0,8,CAL,fiber_0_0_1_0,2
3,0,0,9,CAL,fiber_0_0_1_0,2
3,0,0,10,CAL,fiber_0_0_1_0,2
3,0,0,11,CAL,fiber_0_0_1_0,2
3,0,0,12,CAL,fiber_0_0_1_0,2
3,0,0,13,CAL,fiber_0_0_1_0,2
3,0,0,14,CAL,fiber_0_0_1_0,2
3,0,0,15,CAL,fiber_0_0_1_0,2
3,0,0,16,CAL,fiber_0_0_1_0,2
3,0,0,17,CAL,fiber_0_0_1_0,2
3,0,0,18,CAL,fiber_0_0_1_0,2
3,0,0,19,CAL,fiber_0_0_1_0,2
4,0,0,0,CAL,fiber_0_0_1_0,2
4,0,0,1,CAL,fiber_0_0_1_0,2
4,0,0,2,CAL,fiber_0_0_1_0,2
4,0,0,3,CAL,fiber_0_0_1_0,2
4,0,0,4,CAL,fiber_0_0_1_0,2
4,0,0,5,CAL,fiber_0_0_1_0,2
4,0,0,6,CAL,fiber_0_0_1_0,2
4,0,0,7,CAL,fiber_0_0_1_0,2
4,0,0,8,CAL,fiber_0_0_1_0,2
4,0,0,9,CAL,fiber_0_0_1_0,2
4,0,0,10,CAL,fiber_0_0_1_0,2
4,0,0,11,CAL,fiber_0_0_1_0,2
4,0,0,12,CAL,fiber_0_0_1_0,2
4,0,0,13,CAL,fiber_0_0_1_0,2
4,0,0,14,CAL,fiber_0_0_1_0,2
4,0,0,15,CAL,fiber_0_0_1_0,2
4,0,0,16,CAL,fiber_0_0_1_0,2
4,0,0,17,CAL,fiber_0_0_1_0,2
4,0,0,18,CAL,fiber_0_0_1_0,2
4,0,0,19,CAL,fiber_0_0_1_0,2
5,0,0,0,CAL,fiber_0_0_1_0,2
5,0,0,1,CAL,fiber_0_0_1_0,2
5,0,0,2,CAL,fiber_0_0_1_0,2
5,0,0,3,CAL,fiber_0_0_1_0,2
5,0,0,4,CAL,fiber_0_0_1_0,2
5,0,0,5,CAL,fiber_0_0_1_0,2
5,0,0,6,CAL,fiber_0_0_1_0,2
5,0,0,7,CAL,fiber_0_0_1_0,2
5,0,0,8,CAL,fiber_0_0_1_0,2
5,0,0,9,CAL,fiber_0_0_1_0,2
5,0,0,10,CAL,fiber_0_0_1_0,2
5,0,0,11,CAL,fiber_0_0_1_0,2
5,0,0,12,CAL,fiber_0_0_1_0,2
5,0,0,13,CAL,fiber_0_0_1_0,2
5,0,0,14,CAL,fiber_0_0_1_0,2
5,0,0,15,CAL,fiber_0_0_1_0,2
5,0,0,16,CAL,fiber_0_0_1_0,2
5,0,0,17,CAL,fiber_0_0_1_0,2
5,0,0,18,CAL,fiber_0_0_1_0,2
5,0,0,19,CAL,fiber_0_0_1_0,2
6,0,0,0,CAL,fiber_0_0_1_0,2
6,0,0,1,CAL,fiber_0_0_1_0,2
6,0,0,2,CAL,fiber_0_0_1_0,2
6,0,0,3,CAL,fiber_0_0_1_0,2
6,0,0,4,CAL,fiber_0_0_1_0,2
6,0,0,5,CAL,fiber_0_0_1_0,2
6,0,0,6,CAL,fiber_0_0_1_0,2
6,0,0,7,CAL,fiber_0_0_1_0,2
6,0,0,8,CAL,fiber_0_0_1_0,2
6,0,0,9,CAL,fiber_0_0_1_0,2
6,0,0,10,CAL,fiber_0_0_1_0,2
6,0,0,11,CAL,fiber_0_0_1_0,2
6,0,0,12,CAL,fiber_0_0_1_0,2
6,0,0,13,CAL,fiber_0_0_1_0,2
6,0,0,14,CAL,fiber_0_0_1_0,2
6,0,0,15,CAL,fiber_0_0_1_0,2
6,0,0,16,CAL,fiber_0_0_1_0,2
6,0,0,17,CAL,fiber_0_0_1_0,2
6,0,0,18,CAL,fiber_0_0_1_0,2
6,0,0,19,CAL,fiber_0_0_1_0,2
7,0,0,0,CAL,fiber_0_0_1_0,2
7,0,0,1,CAL,fiber_0_0_1_0,2
7,0,0,2,CAL,fiber_0_0_1_0,2
7,0,0,3,CAL,fiber_0_0_1_0,2
7,0,0,4,CAL,fiber_0_0_1_0,2
7,0,0,5,CAL,fiber_0_0_1_0,2
7,0,0,6,CAL,fiber_0_0_1_0,2
7,0,0,7,CAL,fiber_0_0_1_0,2
7,0,0,8,CAL,fiber_0_0_1_0,2
7,0,0,9,CAL,fiber_0_0_1_0,2
7,0,0,10,CAL,fiber_0_0_1_0,2
7,0,0,11,CAL,fiber_0_0_1_0,2
7,0,0,12,CAL,fiber_0_0_1_0,2
7,0,0,13,CAL,fiber_0_0_1_0,2
7,0,0,14,CAL,fiber_0_0_1_0,2
7,0,0,15,CAL,fiber_0_0_1_0,2
7,0,0,16,CAL,fiber_0_0_1_0,2
7,0,0,17,CAL,fiber_0_0_1_0,2
7,0,0,18,CAL,fiber_0_0_1_0,2
7,0,0,19,CAL,fiber_0_0_1_0,2
14,0,0,11,CAL,fiber_0_0_1_0,2
14,0,0,16,CAL,fiber_0_0_1_0,2
14,0,0,19,CAL,fiber_0_0_1_0,2
15,0,0,11,CAL,fiber_0_0_1_0,2
15,0,0,16,CAL,fiber_0_0_1_0,2
15,0,0,19,CAL,fiber_0_0_1_0,2
24,0,0,4,CAL,fiber_0_0_1_1,3
24,0,0,5,CAL,fiber_0_0_1_1,3
24,0,0,6,CAL,fiber_0_0_1_1,3
24,0,0,7,CAL,fiber_0_0_1_1,3
24,0,0,8,CAL,fiber_0_0_1_1,3
24,0,0,9,CAL,fiber_0_0_1_1,3
24,0,0,10,CAL,fiber_0_0_1_1,3
24,0,0,12,CAL,fiber_0_0_1_1,3
24,0,0,13,CAL,fiber_0_0_1_1,3
24,0,0,14,CAL,fiber_0_0_1_1,3
24,0,0,15,CAL,fiber_0_0_1_1,3
24,0,0,16,CAL,fiber_0_0_1_1,3
24,0,0,17,CAL,fiber_0_0_1_1,3
24,0,0,19,CAL,fiber_0_0_1_1,3
25,0,0,4,CAL,fiber_0_0_1_1,3
25,0,0,5,CAL,fiber_0_0_1_1,3
